id,isbn,titulo,autor,data_publicacao,generos,preco,paginas
23291,9787299097481,Sombras Estelar,Lucas Pereira,2000-09-19,Aventura,174.81,684
23292,9786556851922,O Segredo da Cidade,Mariana Costa,1989-06-27,Tecnologia,140.61,507
23293,9783526847359,O Guia da Magia,Fernanda Carvalho,2016-06-20,Ciência,68.65,269
23294,9786536372901,O Segredo de Fogo,Thiago Gomes,1992-01-09,Tecnologia|Biografia,197.48,943
23295,9788955417760,O Guia da Meia-Noite,João Ferreira,2010-02-05,História|Drama|Ficção,163.14,1032
23296,9781667637011,O Caminho da Cidade,Mariana Ferreira,1988-06-14,Ficção,192.64,675
23297,9787607199760,História Perdido,Pedro Santos,2023-08-07,Fantasia,245.34,1072
23298,9787774846113,Crônicas de Fogo,Marcos Lima,2015-09-09,Filosofia|Ciência,83.32,1183
23299,9784820957207,O Mistério da Meia-Noite,Camila Oliveira,1998-05-18,Biografia|Ficção|Fantasia,135.59,1168
23300,9787690046091,Vozes do Dragão,João Costa,1983-06-24,Aventura|Terror|Tecnologia,23.99,288
23301,9783705852018,Sussurros de Gelo,João Melo,2003-04-14,Tecnologia,241.16,1067
23302,9786015217923,Crônicas da Escuridão,Laura Melo,2007-11-05,Suspense|Filosofia|Comédia,247.3,1019
23303,9783229530640,História da Escuridão,Beatriz Carvalho,2000-12-12,Terror,126.63,1185
23304,9781880966635,A Jornada da Meia-Noite,João Silva,2009-10-13,Ciência|Tecnologia|Ficção,235.26,1163
23305,9783598099640,Fragmentos da Escuridão,Maria Lima,1999-01-31,Filosofia|Terror|Biografia,102.13,882
23306,9783548601557,Sussurros do Amanhã,Mariana Alves,2024-11-14,Biografia|Tecnologia|Ficção,76.98,193
23307,9780093924435,Crônicas da Meia-Noite,Rafael Ribeiro,1985-09-30,Mistério|Filosofia|Suspense,117.39,439
23308,9787000965277,Crônicas Estelar,Mariana Ferreira,2014-01-01,Romance,162.23,1128
23309,9787671098493,Crônicas do Dragão,Pedro Pereira,2013-11-24,Drama,199.92,997
23310,9788485738480,O Mistério da Escuridão,Camila Oliveira,1994-03-20,Romance,166.59,244
23311,9784769149502,Sussurros da Cidade,Julia Ribeiro,2024-01-14,História|Aventura,22.05,325
23312,9789154996525,Fragmentos da Magia,Beatriz Melo,2024-11-04,Ciência|Mistério|História,170.93,515
23313,9784685762062,Sombras de Fogo,Julia Pereira,2009-04-30,Drama,62.04,442
23314,9788810096595,O Mistério Perdido,Marcos Carvalho,1993-08-30,Ficção,201.23,562
23315,9781343091087,Contos Esquecido,Mariana Oliveira,2010-12-20,Aventura,67.19,812
23316,9786678258011,Crônicas de Gelo,João Lima,2010-04-21,Comédia|Ficção|Terror,100.53,956
23317,9783086130966,A Jornada da Magia,Marcos Carvalho,2017-10-11,Aventura,51.79,745
23318,9785863000374,Vozes de Gelo,Maria Rodrigues,2022-03-04,Fantasia,229.52,488
23319,9789368471113,O Mistério do Tempo,Camila Lima,2013-08-23,Fantasia|Drama,135.01,623
23320,9789420435889,Sussurros Imortal,Beatriz Carvalho,1995-04-03,Suspense|Filosofia|Aventura,235.68,313
23321,9784395690178,O Guia Imortal,Rafael Lima,1992-11-23,Terror,111.33,514
23322,9785963095072,Sussurros de Fogo,Maria Carvalho,1996-06-10,Tecnologia,53.89,108
23323,9786205391735,Memórias da Escuridão,João Santos,2009-04-12,Mistério,91.11,774
23324,9789349760200,Memórias de Fogo,Beatriz Ferreira,2003-05-10,Tecnologia,147.03,434
23325,9782117976015,A Lenda Esquecido,Thiago Costa,1986-05-08,Mistério|Comédia|Drama,226.3,225
23326,9782825473123,Crônicas do Tempo,Maria Lima,2018-05-13,Drama|Biografia|Suspense,230.31,755
23327,9782738497066,A Jornada da Escuridão,Rafael Costa,2019-12-20,Filosofia|Tecnologia|Aventura,141.49,391
23328,9783987766058,A Lenda do Destino,Fernanda Alves,1990-11-07,Mistério|Ficção|História,37.16,216
23329,9789671440299,O Segredo de Fogo,Carlos Gomes,2006-11-24,Ficção|Biografia,72.97,252
23330,9786757789477,O Segredo do Amanhã,Ana Rodrigues,2018-08-08,Fantasia|Drama|Comédia,160.4,709
23331,9786069244074,A Jornada Estelar,Carlos Rodrigues,1989-04-05,Ciência|Mistério|Comédia,91.59,175
23332,9781094514266,História da Cidade,Maria Pereira,2011-01-28,Mistério,172.24,643
23333,9786342069922,Ecos da Magia,Fernanda Rodrigues,1981-11-09,Biografia|Mistério,190.25,247
23334,9784853261178,Vozes Imortal,Thiago Melo,1998-04-21,História|Filosofia,97.37,787
23335,9785315768919,Sussurros do Dragão,Camila Santos,1994-11-30,Mistério|Filosofia|Suspense,231.74,682
23336,9786701384869,Luzes da Meia-Noite,Pedro Gomes,1994-03-07,História|Fantasia,127.48,1024
23337,9782256014933,Contos Perdido,João Ribeiro,2016-01-02,Mistério|Romance,231.88,152
23338,9785486744018,Memórias da Magia,Marcos Gomes,2000-08-17,Aventura|Terror|Biografia,218.16,585
23339,9789683751804,História Esquecido,Pedro Gomes,1994-05-02,Tecnologia|Filosofia,54.83,352
23340,9788052948549,O Segredo do Destino,Camila Ribeiro,1992-10-17,Tecnologia|Romance,233.43,840
23341,9780612215194,Sussurros Estelar,Lucas Santos,1983-08-18,Aventura|Ciência,178.95,703
23342,9788495190765,História de Gelo,Lucas Rodrigues,2019-02-08,Comédia|Ficção|Romance,119.64,238
23343,9780761985247,A Jornada Esquecido,Laura Silva,2000-02-12,Romance|Ciência,179.11,1117
23344,9789152146788,Crônicas Estelar,Maria Silva,2013-12-23,Comédia|Terror,151.22,1178
23345,9782094741635,O Segredo Esquecido,Beatriz Alves,2024-04-15,Tecnologia|Ficção|Fantasia,219.26,473
23346,9782893008254,Luzes do Destino,Camila Oliveira,2019-02-15,Biografia|História,224.25,748
23347,9789230056789,A Jornada da Alma,Rafael Santos,2007-04-10,Romance,216.55,187
23348,9784007578853,Luzes do Amanhã,Mariana Souza,2025-09-14,Romance|História|Suspense,155.77,799
23349,9789606268794,O Mistério Perdido,Lucas Pereira,1983-04-03,Suspense|Biografia,137.67,621
23350,9781174241808,Crônicas Esquecido,Maria Melo,2025-03-06,Comédia|Drama|Fantasia,247.57,913
23351,9784118355498,Vozes da Magia,João Lima,2024-10-18,Romance|Drama|Suspense,93.91,1132
23352,9783374519588,O Guia do Tempo,Mariana Costa,2012-08-18,História|Mistério|Ficção,45.41,851
23353,9784772445810,Fragmentos Imortal,Camila Alves,2002-08-12,Ficção|Suspense,164.09,228
23354,9789363749475,Contos do Tempo,Thiago Ribeiro,2000-12-09,Drama|Tecnologia|Mistério,213.5,648
23355,9787527026083,A Jornada Esquecido,Beatriz Carvalho,2025-04-02,Romance|Suspense|Fantasia,200.68,284
23356,9783294768417,A Jornada da Cidade,Fernanda Silva,1988-02-12,Fantasia|Romance,203.26,596
23357,9781508242050,História do Amanhã,Camila Martins,1982-07-18,Mistério|Aventura,153.22,1164
23358,9785640163666,O Guia Imortal,Fernanda Souza,2014-05-09,Tecnologia|Fantasia,145.45,1102
23359,9783632265796,Sussurros da Alma,Laura Martins,1998-03-03,Biografia|Comédia|História,62.61,906
23360,9789059300851,Luzes de Fogo,Marcos Martins,2019-11-16,Terror,174.67,685
23361,9780193382442,O Caminho de Fogo,Fernanda Pereira,2006-11-08,Mistério|Drama|Ficção,71.17,1076
23362,9789605905983,Crônicas Imortal,Carlos Costa,1980-08-19,Comédia|Biografia|Ficção,59.9,119
23363,9784881357081,Luzes do Dragão,Beatriz Rodrigues,1987-02-03,Mistério|Drama,59.6,1071
23364,9785876028592,O Mistério Estelar,Julia Souza,1987-07-11,Mistério|Drama,155.63,773
23365,9786485758905,Vozes do Destino,Lucas Carvalho,2002-02-15,Drama|Biografia,42.58,146
23366,9789280112696,História Esquecido,Thiago Rodrigues,2004-11-12,Ciência|Romance,247.49,937
23367,9786802658881,Crônicas de Fogo,Maria Silva,1985-06-10,Mistério|História,223.07,595
23368,9781943588294,Contos da Magia,Rafael Lima,1995-12-06,Ficção,134.67,946
23369,9787786958943,Crônicas de Fogo,Pedro Pereira,1995-10-22,Ciência|Mistério|Fantasia,225.32,986
23370,9785957722072,História do Amanhã,Beatriz Costa,1999-04-21,Biografia|Fantasia,101.26,788
23371,9786211866193,A Jornada Estelar,Maria Ferreira,2006-05-12,Ficção|Mistério,93.47,899
23372,9780496391287,O Caminho Perdido,Thiago Alves,1989-03-11,Biografia|Mistério|Aventura,55.8,338
23373,9785847896207,Fragmentos Estelar,João Melo,2022-02-12,Ciência,96.97,1176
23374,9788539906299,Crônicas de Fogo,Thiago Melo,2009-05-28,Tecnologia,243.82,647
23375,9781096386768,História da Cidade,Carlos Ferreira,1994-11-01,História,84.52,621
23376,9781257061910,Memórias do Amanhã,Maria Lima,1986-12-23,Filosofia|Comédia|Ficção,213.43,462
23377,9789329654332,Ecos do Dragão,Julia Martins,2005-10-24,Filosofia,223.23,934
23378,9786673677619,O Caminho do Amanhã,Rafael Lima,1996-04-17,Fantasia|Romance,234.21,879
23379,9783986650433,Luzes da Cidade,Fernanda Gomes,2008-10-27,Tecnologia,145.19,821
23380,9786231112372,O Caminho Imortal,Camila Souza,2004-10-15,Ficção|Drama,24.71,730
23381,9785381160860,Sombras da Alma,Fernanda Costa,2008-05-10,Mistério|Drama,163.27,515
23382,9782747171770,Ecos Imortal,Maria Martins,1994-12-21,Terror|Ciência,108.61,994
23383,9782628165872,Vozes Estelar,Gabriel Rodrigues,2008-12-18,Tecnologia|Ciência,157.61,1123
23384,9786352128169,Memórias da Cidade,Beatriz Pereira,2025-06-24,Romance|Mistério|Filosofia,23.94,1044
23385,9782012946594,O Caminho do Tempo,Rafael Pereira,2011-10-18,Terror,31.03,756
23386,9784227106301,Vozes da Alma,Carlos Rodrigues,1985-02-23,Tecnologia|Mistério,133.48,963
23387,9783043099606,Sussurros da Cidade,Mariana Carvalho,2024-02-23,Fantasia,45.25,981
23388,9786432743194,A Lenda do Destino,Gabriel Martins,2010-09-29,Aventura,235.87,166
23389,9785710049187,A Jornada da Escuridão,Rafael Alves,1993-06-21,Ficção,170.41,539
23390,9787892965520,Memórias do Dragão,Lucas Carvalho,2021-02-02,Terror,143.51,926
23391,9783939270235,Sussurros da Meia-Noite,Thiago Gomes,2021-03-20,Drama|Romance|Terror,183.23,275
23392,9786649154503,O Segredo Perdido,Gabriel Carvalho,2002-12-10,Drama|Biografia|História,195.21,878
23393,9780129571252,História do Amanhã,Thiago Ribeiro,1980-12-11,Filosofia,217.45,1093
23394,9783807558348,História da Cidade,Laura Oliveira,1992-10-26,Comédia|Suspense|História,141.07,272
23395,9789226826373,Sombras Esquecido,Laura Pereira,1986-10-02,Aventura,127.53,253
23396,9782088511337,Ecos do Tempo,Camila Pereira,2022-04-24,Mistério|Ciência,30.51,120
23397,9785430058941,Crônicas Perdido,João Pereira,2022-02-10,Ciência|Romance|Ficção,24.72,377
23398,9786281048534,Luzes do Tempo,Laura Gomes,2000-07-18,Filosofia|Biografia|Mistério,195.03,379
23399,9780748574224,Vozes Estelar,Ana Ribeiro,1990-11-28,Terror|Ciência,67.8,1071
23400,9780551500746,Vozes Perdido,Ana Alves,1991-12-27,Suspense,70.92,381
23401,9785839308473,O Segredo do Amanhã,Laura Lima,1982-04-13,Tecnologia|Comédia,49.57,573
23402,9783073027303,Fragmentos Imortal,Rafael Alves,1994-05-25,Ficção,44.47,1013
23403,9788380243926,Contos de Gelo,Pedro Costa,2020-08-28,Ficção|Romance,206.97,513
23404,9781475645744,Sombras do Tempo,Marcos Carvalho,1982-12-04,Filosofia|Terror|Aventura,158.23,445
23405,9780298783508,Memórias do Dragão,Fernanda Oliveira,1980-04-11,Fantasia|Ficção|História,35.44,451
23406,9781131279631,Luzes de Fogo,Lucas Pereira,2016-07-18,Aventura,193.93,1182
23407,9782115481059,Memórias Estelar,Laura Costa,2002-05-08,Romance,232.15,257
23408,9786738485495,O Segredo da Escuridão,Carlos Alves,1990-02-16,História|Comédia,58.19,468
23409,9786100275288,Vozes da Meia-Noite,Fernanda Gomes,2023-07-01,Comédia|Fantasia,229.73,178
23410,9787174994199,Memórias da Escuridão,Laura Gomes,1997-09-16,Aventura|Fantasia|História,123.19,709
23411,9780669705488,O Segredo da Alma,Mariana Carvalho,2004-09-16,Filosofia|Ficção,153.12,1125
23412,9786381349552,Vozes de Gelo,João Alves,1990-09-06,Ciência|Filosofia|Mistério,136.75,473
23413,9785867124613,Fragmentos da Alma,Gabriel Lima,1983-11-29,História|Aventura,80.48,586
23414,9789669214561,O Mistério da Magia,Camila Silva,2010-11-10,Tecnologia,109.7,1197
23415,9788417653232,História da Meia-Noite,João Gomes,2023-10-09,Terror|Fantasia|Comédia,115.43,504
23416,9788294268516,O Mistério Imortal,Julia Alves,2002-03-19,Romance|Mistério|História,44.1,144
23417,9788156604552,Contos do Destino,João Rodrigues,2008-12-18,Terror|Tecnologia|História,82.19,124
23418,9787652374436,O Guia do Destino,Camila Martins,1986-02-08,História,135.35,1166
23419,9781885924274,Crônicas do Tempo,Maria Martins,1981-05-27,Fantasia,125.56,492
23420,9784637839366,Ecos Perdido,Gabriel Oliveira,1988-06-23,Tecnologia|Drama|Ciência,135.28,151
23421,9781358496573,A Jornada da Escuridão,Rafael Oliveira,2008-03-21,Fantasia|Comédia,54.66,1164
23422,9780954755023,O Mistério Imortal,Beatriz Pereira,2024-01-06,Drama,79.07,1000
23423,9780033445769,Sombras Perdido,Pedro Pereira,1989-08-08,Biografia|História,111.92,643
23424,9785073036719,O Mistério da Escuridão,Rafael Pereira,2021-05-03,Fantasia|Aventura|Romance,180.11,433
23425,9789476987694,O Caminho de Gelo,Carlos Ferreira,2021-02-06,Ciência|Mistério,75.45,703
23426,9788061670370,Contos Perdido,Ana Silva,1980-04-22,Ficção,71.52,708
23427,9780348248046,Luzes de Gelo,Thiago Souza,1991-11-14,Romance,81.16,546
23428,9781151942438,O Guia da Escuridão,Lucas Martins,1984-02-15,História,241.1,820
23429,9782522662820,Contos Perdido,Rafael Costa,2007-06-17,Drama|Mistério,142.75,318
23430,9781556689715,Vozes Perdido,Gabriel Ferreira,2001-02-11,Terror|Ficção,117.27,940
23431,9781815357153,A Jornada Estelar,Beatriz Pereira,1990-01-22,Romance|Fantasia,107.08,847
23432,9781239567012,Sussurros Perdido,Camila Pereira,1994-03-19,Drama|Ciência,195.85,908
23433,9787939626908,Luzes do Amanhã,Camila Santos,2000-04-10,Drama|Mistério|Filosofia,171.06,827
23434,9781908162231,Memórias do Amanhã,Gabriel Oliveira,1999-12-26,Ficção|Mistério,154.45,414
23435,9787209435917,Luzes Estelar,Maria Santos,1980-10-18,Ficção,200.54,449
23436,9784102212948,O Caminho do Dragão,Mariana Carvalho,2005-10-22,Terror|Ficção|Fantasia,212.12,1002
23437,9787112385132,Sussurros do Amanhã,João Melo,1993-09-20,História|Terror|Fantasia,225.81,1190
23438,9789778051673,O Caminho Imortal,Mariana Rodrigues,2024-02-22,Fantasia|Ficção|Biografia,158.21,197
23439,9781727316869,História do Tempo,Julia Silva,2013-10-29,Fantasia|Terror|História,84.66,1039
23440,9785120920077,Ecos Perdido,Laura Oliveira,2007-10-04,Comédia|Fantasia,84.43,632
23441,9784615419431,A Jornada do Dragão,Ana Ribeiro,2006-11-14,Tecnologia|Romance,249.48,371
23442,9783098433247,História Imortal,Beatriz Pereira,2003-08-27,Romance|Biografia|Suspense,108.72,252
23443,9781298773530,A Lenda Imortal,Camila Souza,1997-03-23,História,34.41,297
23444,9788573623682,Sussurros da Magia,Thiago Souza,2017-08-15,Ciência|Aventura|Fantasia,71.16,1182
23445,9783452906552,Memórias do Destino,Marcos Rodrigues,2002-11-05,Drama|Suspense,233.66,1033
23446,9784289865786,Fragmentos da Alma,Camila Santos,2001-11-03,Biografia|História|Ciência,35.83,1099
23447,9784370672346,Vozes da Alma,João Souza,1982-08-15,Drama|Mistério,247.68,411
23448,9785763236987,A Lenda da Escuridão,Lucas Alves,2024-02-13,Ciência,151.29,697
23449,9783236037528,Vozes da Magia,Carlos Santos,1997-10-21,Tecnologia,29.08,989
23450,9785653486819,Vozes Estelar,Rafael Rodrigues,1980-01-05,Ficção|Suspense,67.66,488
23451,9782242921881,Sussurros Perdido,Mariana Lima,2017-07-18,Biografia,160.47,1101
23452,9788411203887,História de Fogo,Ana Costa,2001-01-21,Biografia|Tecnologia|Filosofia,173.02,832
23453,9789948656291,A Jornada do Destino,Beatriz Martins,1987-10-08,História|Suspense,120.72,472
23454,9787512569152,Fragmentos do Dragão,João Oliveira,2003-03-15,Tecnologia,207.03,942
23455,9780653979261,Vozes do Amanhã,Pedro Carvalho,1995-10-28,Mistério|Fantasia|Romance,197.93,348
23456,9787416374330,Contos de Gelo,Lucas Costa,2014-01-14,Filosofia,159.89,285
23457,9786053549842,Crônicas da Cidade,Julia Alves,2011-03-30,Drama|História|Biografia,205.38,889
23458,9788648140974,O Guia da Cidade,Mariana Rodrigues,1988-06-28,Romance|Suspense,203.2,458
23459,9787556241151,O Caminho do Destino,Gabriel Santos,2024-02-26,Biografia|Romance,231.9,1134
23460,9789177241961,História do Destino,Gabriel Rodrigues,1993-04-30,Romance,106.95,724
23461,9788607300973,Sombras Imortal,Rafael Silva,2015-10-14,Suspense|Biografia|Romance,125.49,338
23462,9780046801334,Memórias do Tempo,Maria Ferreira,2000-09-24,Drama|Terror|Tecnologia,206.81,623
23463,9785045501455,O Caminho Perdido,Rafael Silva,1985-09-20,Biografia|Aventura|Fantasia,114.8,215
23464,9783365365380,A Jornada da Meia-Noite,Marcos Santos,2003-03-28,Comédia|Ficção,101.66,113
23465,9784413210860,A Jornada Esquecido,Pedro Costa,1998-05-17,Drama|História,223.74,778
23466,9780294735655,O Guia do Amanhã,Rafael Lima,2023-02-07,Comédia|Suspense,186.75,184
23467,9780259851600,Contos da Meia-Noite,Julia Martins,2005-01-09,Comédia|Mistério|Ciência,96.62,586
23468,9785984517888,Fragmentos da Meia-Noite,Thiago Santos,1983-11-25,Tecnologia,194.06,1009
23469,9785406717248,Fragmentos Esquecido,Thiago Gomes,2014-12-26,Ficção|Filosofia|Fantasia,75.92,822
23470,9781920372728,A Jornada Imortal,Laura Costa,1997-12-30,Ciência|Ficção|Drama,211.41,437
23471,9789497606772,A Lenda do Tempo,Mariana Costa,1980-11-16,Ficção|Romance,55.1,102
23472,9784376379529,Memórias de Gelo,Maria Ribeiro,2009-02-12,Filosofia|Mistério|Comédia,44.16,140
23473,9785244287506,Memórias de Gelo,Gabriel Martins,2003-04-22,Comédia,38.36,329
23474,9789113588285,Ecos do Dragão,Julia Pereira,1991-07-13,Biografia,155.85,1131
23475,9784189682444,História Perdido,Carlos Rodrigues,2004-09-03,Filosofia|Romance|Fantasia,239.61,1177
23476,9788153122310,História da Escuridão,Maria Rodrigues,2016-08-11,Ficção,81.31,911
23477,9781999224453,Contos de Fogo,Fernanda Rodrigues,1992-08-21,Romance|Tecnologia|Filosofia,60.18,389
23478,9781906115285,Fragmentos da Escuridão,João Pereira,2025-04-02,Fantasia|Mistério|Aventura,181.5,1145
23479,9781108601291,Sussurros da Cidade,Maria Ribeiro,1980-10-21,Comédia,131.61,326
23480,9782722995109,A Lenda Esquecido,Ana Ferreira,1980-12-09,Drama|Fantasia,49.15,680
23481,9783590626492,Vozes da Meia-Noite,Lucas Lima,1994-04-16,Tecnologia|Biografia,108.01,452
23482,9789968571111,Crônicas do Tempo,Thiago Santos,2008-04-23,Comédia,37.24,949
23483,9788427666721,Contos do Amanhã,Marcos Gomes,2012-05-22,Filosofia|Fantasia|História,82.68,847
23484,9780784427266,A Jornada do Dragão,Gabriel Carvalho,1993-06-30,Romance|Drama|Suspense,192.34,355
23485,9789712373352,O Guia do Amanhã,Laura Gomes,1980-02-09,Biografia,118.59,595
23486,9782707295323,A Jornada do Tempo,Rafael Gomes,2022-09-30,Terror|Comédia|Tecnologia,244.71,1200
23487,9782150036347,Sombras do Destino,Ana Carvalho,2005-07-01,Filosofia|Mistério,73.4,710
23488,9782159328789,Contos da Escuridão,Pedro Souza,1995-03-14,Romance|Comédia|História,249.97,246
23489,9782813994972,Ecos do Tempo,Julia Melo,1984-09-24,Comédia|Romance,208.99,1015
23490,9782125961878,Sombras da Magia,Pedro Silva,2016-03-25,Filosofia|Drama,107.16,557
23491,9788820249788,História do Destino,Ana Ferreira,2025-12-30,História|Ciência,249.63,866
23492,9785292635717,O Mistério da Cidade,Lucas Rodrigues,1980-06-18,Suspense,24.19,1093
23493,9781858708123,Memórias da Magia,Gabriel Pereira,1985-09-06,Ficção|Terror,151.08,220
23494,9785042449292,Vozes Estelar,Pedro Costa,2021-04-10,Terror|Biografia,126.09,1133
23495,9786361168552,Memórias do Destino,Ana Carvalho,2022-10-28,Suspense|Fantasia,57.56,306
23496,9780058406302,História da Alma,Ana Souza,2013-01-16,Filosofia,78.07,756
23497,9786442904810,O Caminho do Destino,Lucas Santos,1984-09-03,Suspense|Comédia,111.57,482
23498,9785411966594,Sussurros Esquecido,Fernanda Gomes,1993-03-07,Comédia,217.56,202
23499,9784347350343,O Caminho da Alma,Lucas Souza,2008-11-01,Drama,62.06,652
23500,9783267200700,Memórias da Magia,Maria Ferreira,2018-06-30,Aventura,20.73,722
23501,9780166151511,O Segredo Esquecido,Pedro Martins,2007-02-18,Romance|Filosofia,25.88,676
23502,9782338506375,Sussurros de Gelo,Camila Ferreira,2005-09-13,Ficção|Biografia,168.77,538
23503,9781901056480,A Jornada do Dragão,Camila Costa,2013-03-20,Drama|Suspense,106.83,410
23504,9787917937498,O Segredo do Dragão,Marcos Rodrigues,1984-01-14,Suspense|Terror,243.44,1035
23505,9789831657857,A Jornada do Tempo,Maria Pereira,1992-05-22,Romance,106.36,493
23506,9782970293179,O Segredo do Tempo,Maria Martins,2006-07-16,Mistério|Suspense,139.3,1180
23507,9789557292809,A Jornada do Tempo,Maria Carvalho,2018-07-23,História|Mistério,20.03,512
23508,9784987769845,O Mistério da Meia-Noite,Julia Gomes,2012-03-19,Comédia|História,67.14,1193
23509,9784050080291,Crônicas Perdido,Laura Silva,1988-07-30,Tecnologia|Romance|Biografia,130.42,1002
23510,9785454122987,História de Gelo,João Lima,2002-07-16,Comédia,133.05,857
23511,9789873234666,Fragmentos de Fogo,Marcos Martins,1991-06-30,Ficção|Drama|Ciência,216.77,1118
23512,9782936452412,O Caminho Esquecido,Camila Souza,1993-09-25,Terror|Mistério,89.63,1136
23513,9780869744552,Memórias de Gelo,Carlos Santos,2010-06-23,Filosofia|História|Ficção,199.86,401
23514,9783164066275,Ecos da Escuridão,Beatriz Rodrigues,1988-08-29,História|Romance,238.87,808
23515,9781333435375,O Caminho do Dragão,Carlos Ribeiro,2011-10-10,Comédia|Tecnologia|Drama,215.78,1062
23516,9784318623042,Sombras do Amanhã,Camila Alves,1986-03-25,Mistério|Romance|Fantasia,46.74,921
23517,9785802212184,História do Tempo,Beatriz Alves,1993-04-30,Suspense,97.22,624
23518,9782446231056,Ecos da Magia,Camila Martins,2015-12-08,Suspense|Aventura|Biografia,82.14,1076
23519,9789160268335,O Guia de Gelo,Julia Pereira,1999-12-28,Tecnologia,115.88,795
23520,9784219649635,Memórias de Fogo,Beatriz Pereira,1987-04-11,Drama|Mistério,236.4,888
23521,9783323550191,O Segredo de Fogo,Ana Ribeiro,2003-07-22,Mistério,217.17,1109
23522,9785689743588,Contos do Dragão,João Alves,2014-01-28,Biografia|Tecnologia|História,52.98,876
23523,9783407394803,Memórias do Amanhã,Pedro Pereira,1981-02-10,História,24.55,281
23524,9784004717730,A Lenda de Gelo,Rafael Carvalho,1985-01-24,Drama|Mistério,77.07,799
23525,9783302012541,O Caminho de Fogo,Lucas Rodrigues,2006-08-26,Suspense,139.3,606
23526,9782674901709,Sussurros da Cidade,Rafael Costa,2003-07-31,Ciência|História|Romance,133.67,648
23527,9780662866960,Sussurros da Cidade,Lucas Souza,1995-01-22,Terror,39.84,424
23528,9781346238958,O Segredo da Escuridão,Marcos Ferreira,1990-10-16,Ciência,89.61,343
23529,9782093300849,Crônicas do Tempo,Lucas Silva,2019-12-05,Filosofia|Ficção,54.31,770
23530,9788268278432,Fragmentos Esquecido,Gabriel Gomes,2024-04-14,Comédia|Mistério,214.54,619
23531,9786940863762,A Jornada do Destino,Fernanda Costa,2023-12-06,Romance|Ciência,44.33,193
23532,9788530545453,História da Escuridão,Maria Gomes,1997-01-14,Romance|Suspense,47.54,255
23533,9784646298653,A Lenda Imortal,João Souza,2021-08-16,Ficção,38.44,758
23534,9782137113573,Memórias Esquecido,Laura Carvalho,1985-11-18,Aventura,37.49,469
23535,9783168994882,O Mistério Estelar,Fernanda Martins,2016-07-18,Biografia,243.28,1195
23536,9781464970459,A Lenda do Amanhã,Maria Oliveira,2000-12-26,Suspense|Drama|Ciência,31.84,1005
23537,9788063233619,História da Alma,Julia Pereira,1981-10-15,Ficção|Drama|Terror,115.76,934
23538,9788994630876,Ecos Esquecido,Rafael Gomes,1993-05-31,Ciência,58.35,1172
23539,9783086622470,O Mistério da Meia-Noite,Carlos Ferreira,1985-08-23,Biografia|Tecnologia|Mistério,209.77,424
23540,9784555455902,Sussurros Imortal,Beatriz Gomes,1989-08-24,Filosofia|Mistério,176.41,123
23541,9785910041709,Fragmentos Imortal,Camila Oliveira,2004-04-07,Filosofia,157.14,577
23542,9785669632430,Contos da Meia-Noite,Camila Rodrigues,2015-02-11,Terror,122.26,656
23543,9783203642816,Crônicas da Meia-Noite,Julia Alves,2010-03-12,Mistério|Comédia,248.5,688
23544,9788971572635,Fragmentos Imortal,Thiago Silva,1986-04-14,Mistério|Biografia,115.46,887
23545,9788579659632,O Mistério Imortal,Mariana Pereira,1993-04-27,Drama|Terror|Ciência,173.85,357
23546,9786869261845,Memórias Estelar,Camila Santos,2007-09-22,Comédia,178.97,1067
23547,9785415844642,História Perdido,Pedro Lima,2008-01-31,Ficção|História|Romance,101.32,250
23548,9781454873243,Fragmentos Estelar,Pedro Oliveira,2019-11-08,Drama|Suspense,29.54,439
23549,9785953327673,Ecos da Alma,Julia Silva,1991-08-22,Filosofia|Ficção|Romance,37.79,1105
23550,9780124399490,O Segredo do Tempo,Camila Ribeiro,1990-06-12,Comédia|Tecnologia|Romance,181.92,1117
23551,9787693948495,Sussurros da Alma,Fernanda Ferreira,2001-02-01,História|Biografia,25.58,399
23552,9789961511911,História Estelar,Pedro Santos,1985-10-10,Comédia,123.86,714
23553,9789759239005,O Mistério do Tempo,Laura Carvalho,2013-06-28,Filosofia|Romance|Biografia,78.21,1033
23554,9781994314832,O Mistério do Destino,Lucas Ferreira,2008-06-21,Biografia|Terror|História,238.35,573
23555,9780692603639,História do Tempo,Pedro Souza,2015-08-06,Suspense|Ficção|Fantasia,232.31,144
23556,9784518880233,Sombras Perdido,Lucas Santos,1991-11-26,Comédia,86.68,392
23557,9783161419157,Memórias do Amanhã,Mariana Costa,2018-06-26,Romance|História|Fantasia,71.17,968
23558,9782173089145,O Guia Esquecido,Pedro Silva,2008-03-26,Tecnologia|Comédia,150.68,204
23559,9787575487612,O Caminho Perdido,Beatriz Ribeiro,2012-05-22,Filosofia,233.46,841
23560,9782843839298,O Caminho Perdido,Laura Ferreira,1989-05-17,Drama,179.21,708
23561,9782743720175,O Mistério Imortal,Marcos Lima,2013-05-14,Tecnologia|Terror|Ciência,88.2,608
23562,9789462054406,O Caminho da Alma,Beatriz Carvalho,1999-04-07,Romance,179.67,399
23563,9788388945090,O Guia do Tempo,Thiago Melo,2005-08-05,Drama,84.88,291
23564,9785871696069,A Jornada da Magia,Laura Silva,2009-05-02,Tecnologia,239.62,412
23565,9785198936383,Sussurros da Cidade,Julia Souza,2003-09-02,Romance,207.23,257
